         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      353    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      336    0.001    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       17    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
22468/22254    0.032    0.000    0.050    0.000 typing.py:306(inner)
       93    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
      241    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  555/343    0.000    0.000    0.014    0.000 typing.py:401(__getitem__)
       21    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:462(Final)
      336    0.001    0.000    0.012    0.000 typing.py:483(Union)
     1051    0.000    0.000    0.002    0.000 typing.py:515(<genexpr>)
      212    0.000    0.000    0.009    0.000 typing.py:523(Optional)
       17    0.000    0.000    0.001    0.000 typing.py:532(Literal)
      119    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       51    0.000    0.000    0.000    0.000 typing.py:664(__init__)
      358    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       42    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       77    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       68    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       75    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
       54    0.000    0.000    0.000    0.000 typing.py:831(__init__)
       54    0.000    0.000    0.000    0.000 typing.py:855(__init__)
       54    0.000    0.000    0.000    0.000 typing.py:916(args)
       54    0.000    0.000    0.000    0.000 typing.py:920(kwargs)
        9    0.000    0.000    0.000    0.000 typing.py:924(__init__)
     4035    0.001    0.000    0.002    0.000 typing.py:935(_is_dunder)
      481    0.000    0.000    0.003    0.000 typing.py:947(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
     4032    0.002    0.000    0.004    0.000 typing.py:986(__setattr__)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:1611(_set_default)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:1616(_set_module)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:1632(__instancecheck__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1645(__new__)
     1156    0.000    0.000    0.001    0.000 typing_extensions.py:165(_should_collect_from_parameters)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:1753(__new__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2071(_create_concatenate_alias)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2095(_concatenate_getitem)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2105(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2115(Concatenate)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2734(Unpack)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2909(__init__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:2923(__hash__)
       26    0.000    0.000    0.000    0.000 typing_extensions.py:2926(__eq__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2999(dataclass_transform)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3072(decorator)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:3090(override)
       24    0.000    0.000    0.000    0.000 typing_extensions.py:3174(__init__)
       24    0.000    0.000    0.000    0.000 typing_extensions.py:3191(__call__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:3296(_check_generic)
      498    0.001    0.000    0.001    0.000 typing_extensions.py:3389(_has_generic_or_protocol_as_origin)
     1156    0.000    0.000    0.001    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
      498    0.002    0.000    0.005    0.000 typing_extensions.py:3424(_collect_type_vars)
      252    0.000    0.000    0.000    0.000 typing_extensions.py:3462(<listcomp>)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:541(_caller)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.005    0.005 union.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        1    0.000    0.000    0.000    0.000 unweighted.py:1(<module>)
        1    0.000    0.000    0.001    0.001 user_defined.py:1(<module>)
        1    0.000    0.000    0.000    0.000 user_defined.py:124(UserDefinedVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:128(UserDefinedClassVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1305(FrozenDataClassVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1389(SourcelessGraphModuleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1413(UserDefinedExceptionObjectVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1454(KeyedJaggedTensorVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1477(RemovableHandleClass)
        1    0.000    0.000    0.000    0.000 user_defined.py:1483(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1522(UserDefinedDictVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1569(UserDefinedListVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1612(UserDefinedTupleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1656(MutableMappingVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1690(RandomVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:699(UserDefinedExceptionClassVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:709(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 user_defined.py:728(UserDefinedObjectVariable)
        1    0.000    0.000    0.000    0.000 usertools.py:1(<module>)
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
       17    0.000    0.000    0.001    0.000 util.py:73(find_spec)
        2    0.000    0.000    0.070    0.035 utilities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utilities.py:166(AlgIntPowers)
        1    0.000    0.000    0.000    0.000 utilities.py:7(DotProdSimpState)
        1    0.000    0.000    0.000    0.000 utilities.py:8(__init__)
       11    0.001    0.000    0.480    0.044 utils.py:1(<module>)
       22    0.000    0.000    0.000    0.000 utils.py:100(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:1011(LineContext)
        1    0.000    0.000    0.000    0.000 utils.py:1015(ValueWithLineMap)
     2695    0.001    0.000    0.001    0.000 utils.py:1015(is_function)
        1    0.000    0.000    0.000    0.000 utils.py:1021(IndentedBuffer)
     2653    0.001    0.000    0.024    0.000 utils.py:1065(unwrap_if_wrapper)
     2653    0.001    0.000    0.023    0.000 utils.py:1069(unwrap_with_attr_name_if_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:1151(CompilationMetrics)
        1    0.000    0.000    0.000    0.000 utils.py:1158(FakeIndentedBuffer)
        1    0.000    0.000    0.000    0.000 utils.py:1182(DeferredLineBase)
        1    0.000    0.000    0.000    0.000 utils.py:1214(DelayReplaceLine)
       66    0.001    0.000    0.001    0.000 utils.py:122(is_tensorlist_like_type)
       33    0.000    0.000    0.000    0.000 utils.py:132(is_tensor_like_type)
        1    0.000    0.000    0.000    0.000 utils.py:140(align)
        1    0.000    0.000    0.000    0.000 utils.py:1554(ChromiumEventLogger)
        1    0.000    0.000    0.000    0.000 utils.py:1579(DebugDirManager)
        1    0.000    0.000    0.000    0.000 utils.py:166(ReInplaceTrigger)
        1    0.000    0.000    0.000    0.000 utils.py:172(ReinplaceCounters)
        1    0.000    0.000    0.000    0.000 utils.py:19(CurrentEdge)
        1    0.000    0.000    0.000    0.000 utils.py:1901(CleanupHook)
        1    0.000    0.000    0.000    0.000 utils.py:1922(CleanupManager)
        1    0.000    0.000    0.000    0.000 utils.py:1936(Placeholder)
        1    0.000    0.000    0.000    0.000 utils.py:2175(BoxedBool)
        1    0.000    0.000    0.000    0.000 utils.py:2395(<setcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:2402(<setcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:2403(<setcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:2406(<setcomp>)
       89    0.001    0.000    0.002    0.000 utils.py:25(_toposort)
        1    0.000    0.000    0.000    0.000 utils.py:2527(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:2589(OpDtypeRule)
        1    0.000    0.000    0.000    0.000 utils.py:2621(ScopedDict)
        1    0.000    0.000    0.000    0.000 utils.py:2706(TritonAttrsDescriptorVersion)
       11    0.000    0.000    0.000    0.000 utils.py:299(has_kwarg_only_args)
       44    0.000    0.000    0.000    0.000 utils.py:300(<genexpr>)
       11    0.000    0.000    0.000    0.000 utils.py:303(has_kwarg_only_tensors)
        1    0.000    0.000    0.000    0.000 utils.py:312(CompileEventLogLevel)
        1    0.000    0.000    0.000    0.000 utils.py:326(CompileEventLogger)
        1    0.000    0.000    0.000    0.000 utils.py:3442(TensorStaticReason)
        1    0.000    0.000    0.000    0.000 utils.py:3614(numpy_to_tensor_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:3636(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:3655(numpy_operator_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:3777(_Anchors)
       12    0.000    0.000    0.000    0.000 utils.py:38(__init__)
        5    0.000    0.000    0.000    0.000 utils.py:38(register_prop_rule)
        3    0.000    0.000    0.000    0.000 utils.py:4064(is_tensor_base_attr_getter)
        1    0.000    0.000    0.000    0.000 utils.py:4180(GmWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:4248(Lit)
       89    0.000    0.000    0.000    0.000 utils.py:44(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:4406(CompileTimeInstructionCounter)
      790    0.000    0.000    0.000    0.000 utils.py:45(<genexpr>)
       12    0.000    0.000    0.106    0.009 utils.py:45(get_source)
        1    0.000    0.000    0.000    0.000 utils.py:46(Level)
        5    0.000    0.000    0.000    0.000 utils.py:47(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:506(CachedMethod)
      964    0.000    0.000    0.000    0.000 utils.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:56(GlobalRelabelThreshold)
       12    0.000    0.000    0.000    0.000 utils.py:59(parse_namespace)
      478    0.000    0.000    0.000    0.000 utils.py:60(register_op_strategy)
       89    0.000    0.000    0.000    0.000 utils.py:61(reverse_dict)
        1    0.000    0.000    0.000    0.000 utils.py:69(autograd_not_implemented)
       11    0.000    0.000    0.001    0.000 utils.py:71(lookup_op)
      478    0.000    0.000    0.001    0.000 utils.py:76(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:782(DuplicateWarningChecker)
        1    0.000    0.000    0.000    0.000 utils.py:783(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:787(reset)
       89    0.000    0.000    0.000    0.000 utils.py:83(groupby)
       33    0.000    0.000    0.000    0.000 utils.py:85(<listcomp>)
       10    0.000    0.000    0.000    0.000 utils.py:855(clear_on_fresh_inductor_cache)
       11    0.000    0.000    0.000    0.000 utils.py:87(is_functional_schema)
        1    0.000    0.000    0.000    0.000 utils.py:889(ExactWeakKeyDictionary)
       10    0.000    0.000    0.000    0.000 utils.py:892(__init__)
       11    0.000    0.000    0.000    0.000 utils.py:96(is_functional)
        2    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        2    0.000    0.000    0.000    0.000 uuid.py:279(__str__)
        2    0.000    0.000    0.000    0.000 uuid.py:718(uuid4)
        1    0.000    0.000    0.002    0.002 value_ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value_ranges.py:122(ValueRanges)
        1    0.000    0.000    0.000    0.000 value_ranges.py:429(SymPyValueRangeAnalysis)
        1    0.000    0.000    0.000    0.000 value_ranges.py:57(ValueRangeError)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vertex_cover.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2pp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:120(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:187(MultiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:191(MultiDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:73(GraphMatcher)
        1    0.000    0.000    0.000    0.000 visualization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 vitality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voterank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 walks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:153(__contains__)
       11    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        8    0.000    0.000    0.000    0.000 weakref.py:290(update)
       11    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
       11    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       26    0.000    0.000    0.000    0.000 weakref.py:415(__getitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        3    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
       32    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.000    0.000 weighted.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wiener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrap.py:123(_Policy)
        1    0.000    0.000    0.000    0.000 wrap.py:175(ModuleWrapPolicy)
        1    0.000    0.000    0.000    0.000 wrap.py:212(CustomPolicy)
        1    0.000    0.000    0.000    0.000 wrap.py:557(_ConfigAutoWrap)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zeta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:223(polylog)
