         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 metadata.py:15(TensorProperties)
        1    0.000    0.000    0.000    0.000 metadata.py:82(ShardedTensorMetadata)
        1    0.000    0.000    0.000    0.000 metadata.py:9(MEM_FORMAT_ENCODING)
        1    0.000    0.000    0.000    0.000 metadata.py:9(ShardMetadata)
        1    0.000    0.000    0.001    0.001 metrics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metrics.py:104(CachedMetricsHelper)
        1    0.000    0.000    0.000    0.000 metrics.py:132(MetricTable)
        5    0.000    0.000    0.000    0.000 metrics.py:188(register_table)
        1    0.000    0.000    0.000    0.000 metrics.py:40(CppOuterLoopFusedCount)
        1    0.000    0.000    0.000    0.000 metrics.py:85(CachedMetricsDeltas)
        1    0.000    0.000    0.000    0.000 metrics_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metrics_context.py:180(RuntimeMetricsContext)
        1    0.000    0.000    0.000    0.000 metrics_context.py:181(__init__)
        1    0.000    0.000    0.000    0.000 metrics_context.py:23(TopN)
        1    0.000    0.000    0.000    0.000 metrics_context.py:50(MetricsContext)
        1    0.000    0.000    0.000    0.000 metrics_context.py:51(__init__)
        1    0.000    0.000    0.000    0.000 mincost.py:1(<module>)
        1    0.000    0.000    0.003    0.003 minpoly.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        3    0.000    0.000    0.001    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:1016(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1035(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1073(TypingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1168(NumpyVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1278(NullVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1291(DeletedVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1295(StringFormatVariable)
        1    0.000    0.000    0.000    0.000 misc.py:13(Undecidable)
        1    0.000    0.000    0.000    0.000 misc.py:1344(DebuggingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1399(LoggingLoggerVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1429(ConstantLikeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1487(RegexPatternVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1491(ConstantRegexMatchVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1495(TorchVersionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1504(NumpyTypeInfoVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1508(NumpyDTypeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1527(RandomClassVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1544(RandomVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1689(WeakRefVariable)
        5    0.000    0.000    0.000    0.000 misc.py:181(debug_decorator)
        1    0.000    0.000    0.000    0.000 misc.py:273(ExceptionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:277(PythonRandomViaNumpyBits)
       12    0.000    0.000    0.000    0.000 misc.py:304(func_name)
        1    0.000    0.000    0.000    0.000 misc.py:335(PythonRandomInterface)
        1    0.000    0.000    0.000    0.000 misc.py:388(UnknownVariable)
        1    0.000    0.000    0.000    0.000 misc.py:394(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 misc.py:400(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:461(CellVariable)
        1    0.000    0.000    0.000    0.000 misc.py:481(NewGlobalVariable)
        1    0.000    0.000    0.000    0.000 misc.py:494(AutogradFunctionVariable)
      178    0.000    0.000    0.000    0.000 misc.py:500(as_int)
        1    0.000    0.000    0.000    0.000 misc.py:63(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 misc.py:67(SuperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:673(SavedTensorBox)
        1    0.000    0.000    0.000    0.000 misc.py:678(AutogradFunctionContextVariable)
        1    0.000    0.000    0.000    0.000 misc.py:789(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 misc.py:830(LambdaVariable)
        1    0.000    0.000    0.000    0.000 misc.py:844(GetAttrVariable)
        1    0.000    0.000    0.000    0.000 misc.py:972(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 misc_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 miscellaneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:683(Max)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:801(Min)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:864(Rem)
        1    0.000    0.000    0.001    0.001 mixing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1267(_check_spec_arg_typos)
        1    0.000    0.000    0.000    0.000 mock.py:1281(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:1331(__call__)
        1    0.000    0.000    0.000    0.000 mock.py:1368(decorate_callable)
        1    0.000    0.000    0.000    0.000 mock.py:1612(_get_target)
        1    0.000    0.000    0.000    0.000 mock.py:1700(patch)
        2    0.000    0.000    0.000    0.000 mock.py:67(_is_instance_mock)
        1    0.000    0.000    0.001    0.001 mod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mod.py:12(Mod)
        1    0.000    0.000    0.000    0.000 modular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:15(ModularInteger)
        1    0.000    0.000    0.000    0.000 modularity_max.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularitymatrix.py:1(<module>)
6602270/1104720    4.352    0.000   58.068    0.000 module.py:1747(_wrapped_call_impl)
6602270/1104720    6.831    0.000   57.111    0.000 module.py:1755(_call_impl)
        6    0.000    0.000    0.000    0.000 module.py:1892(__getstate__)
        6    0.000    0.000    0.000    0.000 module.py:1897(__setstate__)
  6597089    1.792    0.000    1.792    0.000 module.py:1927(__getattr__)
       15    0.000    0.000    0.000    0.000 module.py:1944(__setattr__)
        6    0.000    0.000    0.000    0.000 module.py:1945(remove_from)
      630    0.002    0.000    0.003    0.000 module.py:2110(_save_to_state_dict)
  630/105    0.003    0.000    0.006    0.000 module.py:2154(state_dict)
      630    0.008    0.000    0.015    0.000 module.py:2304(_load_from_state_dict)
      630    0.000    0.000    0.000    0.000 module.py:2360(<dictcomp>)
      630    0.000    0.000    0.000    0.000 module.py:2368(<dictcomp>)
      105    0.001    0.000    0.021    0.000 module.py:2485(load_state_dict)
  630/105    0.003    0.000    0.020    0.000 module.py:2540(load)
      525    0.001    0.000    0.001    0.000 module.py:2556(<dictcomp>)
        7    0.000    0.000    0.000    0.000 module.py:2600(_named_members)
        7    0.000    0.000    0.000    0.000 module.py:2620(parameters)
        7    0.000    0.000    0.000    0.000 module.py:2645(named_parameters)
        6    0.000    0.000    0.000    0.000 module.py:2670(<lambda>)
     17/7    0.000    0.000    0.000    0.000 module.py:2787(named_modules)
        7    0.000    0.000    0.000    0.000 module.py:466(__init__)
        6    0.000    0.000    0.000    0.000 module.py:574(register_parameter)
        5    0.000    0.000    0.000    0.000 module.py:624(add_module)
        2    0.000    0.000    0.001    0.000 modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:1005(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 modules.py:1096(ModuleOrder)
        1    0.000    0.000    0.000    0.000 modules.py:1106(SubModulePolyRing)
        1    0.000    0.000    0.000    0.000 modules.py:1280(ModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1286(SubModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 modules.py:1328(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1339(QuotientModule)
        1    0.000    0.000    0.000    0.000 modules.py:160(ModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1647(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 modules.py:1746(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1847(ModuleEndomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1867(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1889(EndomorphismRing)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 modules.py:260(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:286(FreeModule)
        1    0.000    0.000    0.000    0.000 modules.py:44(Module)
        1    0.000    0.000    0.000    0.000 modules.py:454(FreeModulePolyRing)
        1    0.000    0.000    0.000    0.000 modules.py:504(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 modules.py:606(SubModule)
        1    0.000    0.000    0.000    0.000 modules.py:698(PowerBasis)
        1    0.000    0.000    0.000    0.000 modules.py:840(Submodule)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monomials.py:387(MonomialOps)
        1    0.000    0.000    0.000    0.000 monomials.py:512(Monomial)
        1    0.000    0.000    0.000    0.000 moral.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mst.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:30(EdgePartition)
        1    0.000    0.000    0.000    0.000 mst.py:975(SpanningTreeIterator)
        1    0.000    0.000    0.000    0.000 mst.py:995(Partition)
        1    0.000    0.000    0.016    0.016 mul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:25(NC_Marker)
        1    0.000    0.000    0.000    0.000 mul.py:91(Mul)
        1    0.000    0.000    0.000    0.000 multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 multidigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multidigraph.py:23(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multidimensional.py:56(vectorize)
        2    0.000    0.000    0.000    0.000 multidimensional.py:81(__init__)
        2    0.000    0.000    0.000    0.000 multidimensional.py:93(__call__)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multigraph.py:15(MultiGraph)
        1    0.000    0.000    0.000    0.000 multiline_adjlist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:30(MutationTracker)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:76(GenerationTracker)
        1    0.000    0.000    0.000    0.000 mycielski.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 ndim_array.py:591(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 networksimplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 networksimplex.py:14(_DataEssentialsAndFunctions)
        1    0.000    0.000    0.016    0.016 nn_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:1132(UnspecializedBuiltinNNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:1143(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:155(NNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:802(UnspecializedNNModuleVariable)
        3    0.000    0.000    0.000    0.000 node.py:104(has_side_effect)
        1    0.000    0.000    0.000    0.000 node_classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node_link.py:1(<module>)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonhomogeneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntheory.py:1(<module>)
        3    0.000    0.000    0.025    0.008 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1037(euler)
        1    0.000    0.000    0.000    0.000 numbers.py:12(IntInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:1204(catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:1211(Rational)
        3    0.000    0.000    0.000    0.000 numbers.py:1306(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:1350(genocchi)
        3    0.000    0.000    0.000    0.000 numbers.py:1374(_new)
        3    0.000    0.000    0.000    0.000 numbers.py:1397(from_coprime_ints)
        1    0.000    0.000    0.000    0.000 numbers.py:1490(andre)
        1    0.000    0.000    0.000    0.000 numbers.py:1604(partition)
        5    0.000    0.000    0.000    0.000 numbers.py:1622(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:1662(divisor_sigma)
        1    0.000    0.000    0.000    0.000 numbers.py:1729(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 numbers.py:1770(Integer)
        1    0.000    0.000    0.000    0.000 numbers.py:1801(legendre_symbol)
        5    0.000    0.000    0.000    0.000 numbers.py:1811(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:1849(jacobi_symbol)
        1    0.000    0.000    0.000    0.000 numbers.py:189(fibonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:1920(kronecker_symbol)
        1    0.000    0.000    0.000    0.000 numbers.py:1959(mobius)
       47    0.000    0.000    0.000    0.000 numbers.py:1965(__eq__)
       18    0.000    0.000    0.000    0.000 numbers.py:1975(__gt__)
        3    0.000    0.000    0.000    0.000 numbers.py:1984(__lt__)
      124    0.000    0.000    0.000    0.000 numbers.py:2011(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:2039(primenu)
        1    0.000    0.000    0.000    0.000 numbers.py:206(NegativeIntInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:2091(primeomega)
        1    0.000    0.000    0.000    0.000 numbers.py:2144(totient)
        1    0.000    0.000    0.000    0.000 numbers.py:2194(reduced_totient)
        1    0.000    0.000    0.000    0.000 numbers.py:2231(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 numbers.py:2252(primepi)
        1    0.000    0.000    0.000    0.000 numbers.py:2315(_MultisetHistogram)
        1    0.000    0.000    0.000    0.000 numbers.py:2751(RationalConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:2764(IntegerConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:277(lucas)
        1    0.000    0.000    0.000    0.000 numbers.py:2771(Zero)
        1    0.000    0.000    0.000    0.000 numbers.py:281(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:2839(One)
        4    0.000    0.000    0.000    0.000 numbers.py:2871(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:2890(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:2954(Half)
        1    0.000    0.000    0.000    0.000 numbers.py:2955(motzkin)
        1    0.000    0.000    0.000    0.000 numbers.py:2986(Infinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3142(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3176(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:329(tribonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:3308(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3343(NaN)
        1    0.000    0.000    0.000    0.000 numbers.py:3465(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3545(NumberSymbol)
        6    0.000    0.000    0.000    0.000 numbers.py:3598(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:3602(Exp1)
        1    0.000    0.000    0.000    0.000 numbers.py:3757(Pi)
        1    0.000    0.000    0.000    0.000 numbers.py:3825(GoldenRatio)
        1    0.000    0.000    0.000    0.000 numbers.py:3888(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3961(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:4020(Catalan)
        2    0.000    0.000    0.000    0.000 numbers.py:408(__float__)
        1    0.000    0.000    0.000    0.000 numbers.py:4083(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 numbers.py:419(bernoulli)
        3    0.000    0.000    0.000    0.000 numbers.py:438(class_key)
        3    0.000    0.000    0.000    0.000 numbers.py:442(sort_key)
        1    0.000    0.000    0.000    0.000 numbers.py:4474(_register_classes)
        1    0.000    0.000    0.000    0.000 numbers.py:59(carmichael)
        1    0.000    0.000    0.000    0.000 numbers.py:594(Float)
        1    0.000    0.000    0.000    0.000 numbers.py:609(bell)
        1    0.000    0.000    0.000    0.000 numbers.py:762(harmonic)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:34(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:345(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:346(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:348(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:35(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:37(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:480(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:481(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:483(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:503(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:504(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:506(JaxPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 nx_agraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_latex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pydot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:491(FancyArrowFactory)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:494(ConnectionStyleFactory)
        1    0.000    0.000    0.000    0.000 octave.py:1(<module>)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
        1    0.000    0.000    0.002    0.002 ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:4(ODEMethods)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 onnxruntime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:167(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:552(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:628(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:675(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:740(OrtBackend)
        1    0.000    0.000    0.000    0.000 op_registry_utils.py:1(<module>)
       37    0.000    0.000    0.001    0.000 op_registry_utils.py:14(_register_op)
       37    0.000    0.000    0.001    0.000 op_registry_utils.py:29(_decorator_func)
        2    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        3    0.000    0.000    0.000    0.000 operations.py:118(_from_args)
        1    0.000    0.000    0.000    0.000 operations.py:29(AssocOp)
        1    0.000    0.000    0.000    0.000 operations.py:483(ShortCircuit)
        1    0.000    0.000    0.000    0.000 operations.py:487(LatticeOp)
        1    0.000    0.000    0.000    0.000 operations.py:575(AssocOpDispatcher)
        2    0.000    0.000    0.000    0.000 operations.py:613(__init__)
        2    0.000    0.000    0.000    0.000 operations.py:623(register_handlerclass)
        1    0.000    0.000    0.000    0.000 operator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 optimization.py:159(Halley)
        1    0.000    0.000    0.000    0.000 optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 optimization.py:458(Ridder)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        1    0.000    0.000    0.000    0.000 optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:1003(add_param_group)
     5210    0.017    0.000    1.534    0.000 optimizer.py:130(maybe_fallback)
     5210    0.024    0.000    0.100    0.000 optimizer.py:160(_default_to_fused_or_foreach)
    10420    0.054    0.000    0.054    0.000 optimizer.py:177(<genexpr>)
        6    0.000    0.000    0.000    0.000 optimizer.py:209(_get_scalar_dtype)
        1    0.000    0.000    1.063    1.063 optimizer.py:341(__init__)
     5210    0.034    0.000    0.133    0.000 optimizer.py:412(_cuda_graph_capture_health_check)
     5210    0.002    0.000    0.002    0.000 optimizer.py:451(_optimizer_step_code)
        1    0.000    0.000    0.000    0.000 optimizer.py:463(profile_hook_step)
     5210    0.083    0.000    2.367    0.000 optimizer.py:465(wrapper)
        1    0.000    0.000    0.000    0.000 optimizer.py:516(_patch_step_function)
        1    0.000    0.000    0.000    0.000 optimizer.py:55(ArgMappingException)
        1    0.000    0.000    0.000    0.000 optimizer.py:59(GuardInstallException)
     5210    0.056    0.000    1.971    0.000 optimizer.py:60(_use_grad)
        1    0.000    0.000    0.000    0.000 optimizer.py:84(OptimizerVariable)
    31260    0.039    0.000    0.090    0.000 optimizer.py:89(_get_value)
     5210    0.106    0.000    0.600    0.000 optimizer.py:931(zero_grad)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:11(Order)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 orderings.py:242(_ItemGetter)
        1    0.000    0.000    0.000    0.000 orderings.py:35(LexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:45(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:63(ProductOrder)
        1    0.000    0.000    0.000    0.000 ordinals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 ordinals.py:5(OmegaPower)
        1    0.000    0.000    0.000    0.000 ordinals.py:56(Ordinal)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
        2    0.000    0.000    0.000    0.000 ordinals.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 ordinals.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
     5483    0.018    0.000    0.030    0.000 os.py:675(__getitem__)
       66    0.000    0.000    0.000    0.000 os.py:698(__iter__)
     5483    0.008    0.000    0.012    0.000 os.py:755(encode)
      130    0.000    0.000    0.000    0.000 os.py:759(decode)
     5272    0.009    0.000    0.051    0.000 os.py:772(getenv)
        1    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
        1    0.000    0.000    0.011    0.011 output_code.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output_code.py:245(CompiledFxGraphConstants)
        1    0.000    0.000    0.000    0.000 output_code.py:268(CompiledFxGraphConstantsWithGm)
        1    0.000    0.000    0.000    0.000 output_code.py:289(CompiledFxGraph)
        1    0.000    0.000    0.000    0.000 output_code.py:567(CompiledAOTI)
        1    0.000    0.000    0.000    0.000 output_code.py:590(MockFXGraphCacheOutput)
        1    0.000    0.000    0.000    0.000 output_code.py:68(OutputCode)
        1    0.000    0.000    0.002    0.002 output_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output_graph.py:158(VariableTrackerCacheKey)
        1    0.000    0.000    0.000    0.000 output_graph.py:167(VariableTrackerCache)
        1    0.000    0.000    0.000    0.000 output_graph.py:1936(LazyProxy)
        1    0.000    0.000    0.000    0.000 output_graph.py:1947(SubgraphTracer)
        1    0.000    0.000    0.000    0.000 output_graph.py:196(GraphCompileReason)
        1    0.000    0.000    0.000    0.000 output_graph.py:218(FakeRootModule)
        1    0.000    0.000    0.000    0.000 output_graph.py:230(WrapperBackend)
        1    0.000    0.000    0.000    0.000 output_graph.py:268(OutputGraph)
       16    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       16    0.000    0.000    0.000    0.000 overrides.py:142(decorator)
       18    0.000    0.000    0.000    0.000 overrides.py:1592(_get_overloaded_args)
       18    0.000    0.000    0.000    0.000 overrides.py:1670(handle_torch_function)
     5840    0.005    0.000    0.005    0.000 overrides.py:1962(is_tensor_like)
        1    0.000    0.000    0.000    0.000 overrides.py:2033(__init__)
        1    0.000    0.000    0.000    0.000 overrides.py:2039(__enter__)
        1    0.000    0.000    0.000    0.000 overrides.py:2043(__exit__)
       19    0.000    0.000    0.000    0.000 overrides.py:2065(_push_mode)
       19    0.000    0.000    0.000    0.000 overrides.py:2069(_pop_mode)
       36    0.000    0.000    0.000    0.000 overrides.py:2074(_pop_mode_temporarily)
        1    0.000    0.000    0.000    0.000 overrides.py:377(get_default_nowrap_functions)
       16    0.000    0.000    0.000    0.000 overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 package.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package.py:237(AOTICompiledModel)
        1    0.000    0.000    0.000    0.000 package.py:30(PT2ArchiveWriter)
        1    0.000    0.000    0.000    0.000 package.py:65(PT2ArchiveReader)
     1317    0.001    0.000    0.002    0.000 package_importer.py:721(_patched_getfile)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pajek.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parabola.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parabola.py:20(Parabola)
        9    0.000    0.000    0.000    0.000 parameter.py:10(__instancecheck__)
      630    0.000    0.000    0.000    0.000 parameter.py:177(is_lazy)
        9    0.000    0.000    0.000    0.000 parameter.py:216(__instancecheck__)
       12    0.000    0.000    0.000    0.000 parameter.py:40(__new__)
        6    0.000    0.000    0.000    0.000 parameter.py:63(__deepcopy__)
        1    0.000    0.000    0.000    0.000 parameters.py:1(<module>)
